	lat	long	pressure	depth (m)	sigmat	Salinity	temp				oxygen (uM)	oxygen (ml/L)		
2287.021	15.76664	-105.00014	182.151	181	26.3385	34.7781	12.4299	0.3703	3.72E-01	2.59E-02	-1.109	0.299	0.0037	0.00E+00
2285.949	15.76664	-105.00014	183.158	182	26.3404	34.7802	12.4286	0.3702	3.69E-01	2.56E-02	-0.945	0.2989	0.0036	0.00E+00
2284.902	15.76664	-105.00014	184.165	183	26.3402	34.7798	12.4277	0.3703	3.65E-01	2.53E-02	-0.896	0.2981	0.0037	0.00E+00
2283.914	15.76664	-105.00014	185.172	184	26.3436	34.7782	12.4044	0.3703	3.64E-01	2.53E-02	-0.927	0.2987	0.0037	0.00E+00
2282.967	15.76664	-105.00014	186.178	185	26.3507	34.7773	12.3645	0.3703	3.57E-01	2.52E-02	-0.874	0.2962	0.0037	0.00E+00
2282.033	15.76664	-105.00014	187.185	186	26.3563	34.7761	12.3307	0.3703	3.59E-01	2.51E-02	-1.028	0.2991	0.0036	0.00E+00
2281.054	15.76664	-105.00014	188.192	187	26.3572	34.7752	12.3225	0.3702	3.55E-01	2.47E-02	-1.024	0.3003	0.0037	0.00E+00
2279.999	15.76664	-105.00014	189.199	188	26.359	34.7752	12.3138	0.3707	3.52E-01	2.47E-02	-1.008	0.2993	0.0037	0.00E+00
2278.964	15.76664	-105.00014	190.206	189	26.36	34.7746	12.3061	0.3709	3.57E-01	2.46E-02	-0.976	0.2976	0.0037	0.00E+00
2278.007	15.76664	-105.00014	191.212	190	26.3604	34.7746	12.3042	0.3704	3.54E-01	2.45E-02	-0.945	0.2982	0.0037	0.00E+00
2277.106	15.76664	-105.00014	192.219	191	26.3621	34.7742	12.2939	0.3705	3.50E-01	2.45E-02	-1.026	0.2976	0.0037	0.00E+00
2276.217	15.76664	-105.00014	193.226	192	26.3637	34.7741	12.2855	0.3707	3.51E-01	2.45E-02	-1.051	0.2967	0.0037	0.00E+00
2275.309	15.76664	-105.00014	194.233	193	26.3651	34.774	12.2781	0.371	3.54E-01	2.44E-02	-0.844	0.2973	0.0037	0.00E+00
2274.393	15.76664	-105.00014	195.24	194	26.3665	34.7737	12.2694	0.3707	3.49E-01	2.43E-02	-0.869	0.2986	0.0037	0.00E+00
2273.474	15.76664	-105.00014	196.247	195	26.368	34.7737	12.2619	0.3712	3.49E-01	2.41E-02	-0.907	0.2987	0.0037	0.00E+00
2272.549	15.76664	-105.00014	197.254	196	26.3742	34.7749	12.235	0.3713	3.42E-01	2.40E-02	-0.81	0.2962	0.0037	0.00E+00
2271.59	15.76665	-105.00014	198.26	197	26.3955	34.7788	12.1396	0.3713	3.41E-01	2.39E-02	-1.064	0.2949	0.0037	0.00E+00
2270.516	15.76665	-105.00014	199.267	198	26.4019	34.7766	12.0978	0.3713	3.43E-01	2.39E-02	-1.042	0.2978	0.0037	0.00E+00
2269.097	15.76664	-105.00014	200.275	199	26.4023	34.7775	12.0995	0.3714	3.37E-01	2.38E-02	-1.016	0.2989	0.0037	0.00E+00
2267.485	15.76664	-105.00014	201.281	200	26.4039	34.7777	12.0921	0.3712	3.42E-01	2.38E-02	-0.988	0.2994	0.0037	0.00E+00
2266.254	15.76664	-105.00014	202.288	201	26.3904	34.7765	12.1573	0.3716	3.41E-01	2.38E-02	-0.865	0.2983	0.0037	0.00E+00
2265.364	15.76664	-105.00014	203.295	202	26.3924	34.7776	12.1516	0.3713	3.37E-01	2.38E-02	-0.852	0.2991	0.0037	0.00E+00
2264.629	15.76664	-105.00014	204.302	203	26.3975	34.7791	12.1314	0.371	3.33E-01	2.38E-02	-0.904	0.2988	0.0037	0.00E+00
2263.951	15.76664	-105.00014	205.309	204	26.4043	34.7774	12.0887	0.3705	3.39E-01	2.38E-02	-0.904	0.2955	0.0037	0.00E+00
2263.265	15.76664	-105.00014	206.316	205	26.408	34.7766	12.0666	0.3706	3.36E-01	2.36E-02	-0.981	0.2961	0.0036	0.00E+00
2262.517	15.76664	-105.00014	207.323	206	26.4145	34.7741	12.0225	0.3704	3.36E-01	2.34E-02	-0.992	0.298	0.0027	0.00E+00
2261.616	15.76664	-105.00014	208.33	207	26.4161	34.7734	12.0114	0.3703	3.33E-01	2.34E-02	-0.976	0.299	0.055	0.00E+00
2260.463	15.76664	-105.00014	209.337	208	26.4189	34.7719	11.9905	0.3709	3.38E-01	2.34E-02	-0.985	0.2952	0.0968	0.00E+00
2259.225	15.76664	-105.00014	210.343	209	26.4196	34.7704	11.9808	0.3704	3.34E-01	2.34E-02	-0.975	0.2961	0.0968	0.00E+00
2258.088	15.76664	-105.00014	211.351	210	26.4201	34.7695	11.9749	0.3703	3.34E-01	2.32E-02	-1.02	0.2961	0.0966	0.00E+00
2257.04	15.76664	-105.00014	212.357	211	26.4269	34.7693	11.9384	0.3703	3.36E-01	2.31E-02	-0.973	0.2961	0.0967	0.00E+00
2256.019	15.76664	-105.00014	213.364	212	26.4255	34.7663	11.9332	0.3701	3.37E-01	2.31E-02	-0.985	0.2962	0.0967	0.00E+00
2255.031	15.76664	-105.00014	214.371	213	26.4251	34.7672	11.9395	0.3697	3.28E-01	2.31E-02	-0.909	0.2962	0.097	0.00E+00
2254.094	15.76664	-105.00014	215.378	214	26.4249	34.7668	11.9387	0.3696	3.34E-01	2.31E-02	-0.941	0.2968	0.0969	0.00E+00
2253.183	15.76664	-105.00014	216.385	215	26.4274	34.7662	11.9239	0.3699	3.31E-01	2.31E-02	-1.001	0.2954	0.0969	0.00E+00
2252.279	15.76664	-105.00014	217.392	216	26.4289	34.7648	11.9098	0.3698	3.37E-01	2.31E-02	-0.961	0.2958	0.0966	0.00E+00
2251.357	15.76664	-105.00014	218.399	217	26.4305	34.7635	11.8963	0.3698	3.38E-01	2.31E-02	-0.867	0.2943	0.0968	0.00E+00
2250.388	15.76664	-105.00014	219.406	218	26.4347	34.761	11.8639	0.3698	3.35E-01	2.31E-02	-0.864	0.2962	0.0967	0.00E+00
2249.354	15.76664	-105.00014	220.413	219	26.4405	34.7598	11.8288	0.3691	3.33E-01	2.31E-02	-1.125	0.2947	0.0968	0.00E+00
2248.237	15.76664	-105.00014	221.42	220	26.4451	34.7581	11.7976	0.3691	3.36E-01	2.31E-02	-0.926	0.2946	0.0966	0.00E+00
2246.982	15.76664	-105.00014	222.427	221	26.4555	34.7595	11.7474	0.3692	3.35E-01	2.31E-02	-1.07	0.2947	0.0969	0.00E+00
2245.688	15.76664	-105.00014	223.434	222	26.4512	34.7588	11.768	0.3696	3.36E-01	2.31E-02	-1.033	0.2962	0.0967	0.00E+00
2244.516	15.76664	-105.00014	224.441	223	26.4471	34.7577	11.7855	0.3695	3.33E-01	2.30E-02	-0.79	0.2961	0.0967	0.00E+00
2243.506	15.76664	-105.00014	225.448	224	26.4464	34.7558	11.7812	0.3692	3.35E-01	2.31E-02	-1.016	0.2956	0.0967	0.00E+00
2242.601	15.76664	-105.00014	226.455	225	26.4455	34.7573	11.7924	0.3693	3.33E-01	2.31E-02	-1.018	0.2952	0.0967	0.00E+00
2241.765	15.76664	-105.00014	227.462	226	26.4458	34.7569	11.7894	0.3695	3.34E-01	2.30E-02	-1.016	0.296	0.0969	0.00E+00
2240.97	15.76664	-105.00014	228.469	227	26.4475	34.7563	11.778	0.3694	3.29E-01	2.30E-02	-0.955	0.2961	0.0971	0.00E+00
2240.211	15.76664	-105.00014	229.476	228	26.4502	34.7562	11.7631	0.3691	3.38E-01	2.29E-02	-0.905	0.2957	0.097	0.00E+00
2239.457	15.76664	-105.00014	230.483	229	26.4527	34.7555	11.747	0.3687	3.32E-01	2.29E-02	-0.972	0.2938	0.0969	0.00E+00
2238.681	15.76664	-105.00014	231.49	230	26.4555	34.755	11.73	0.3688	3.29E-01	2.29E-02	-0.996	0.2944	0.0967	0.00E+00
2237.837	15.76664	-105.00014	232.497	231	26.461	34.7544	11.6987	0.3684	3.30E-01	2.31E-02	-0.851	0.2948	0.0967	0.00E+00
2236.85	15.76664	-105.00014	233.504	232	26.4688	34.7539	11.6551	0.3683	3.38E-01	2.30E-02	-0.909	0.2942	0.0969	0.00E+00
2235.599	15.76664	-105.00014	234.512	233	26.4785	34.7511	11.5913	0.3686	3.34E-01	2.29E-02	-1.083	0.296	0.0968	0.00E+00
2234.248	15.76665	-105.00014	235.519	234	26.4781	34.7539	11.6054	0.3689	3.32E-01	2.27E-02	-1	0.2942	0.0968	0.00E+00
2232.99	15.76666	-105.00014	236.526	235	26.4763	34.7501	11.5996	0.3682	3.29E-01	2.28E-02	-0.982	0.2937	0.0963	0.00E+00
2231.837	15.76665	-105.00014	237.533	236	26.4721	34.7499	11.6208	0.3681	3.34E-01	2.27E-02	-0.902	0.2916	0.0572	0.00E+00
2230.751	15.76664	-105.00014	238.54	237	26.4732	34.7503	11.6174	0.3681	3.35E-01	2.26E-02	-1.007	0.2956	0.0037	0.00E+00
2229.752	15.76664	-105.00014	239.547	238	26.4759	34.7513	11.607	0.3681	3.32E-01	2.29E-02	-0.901	0.2964	0.0037	0.00E+00
2228.828	15.76664	-105.00014	240.554	239	26.4764	34.7499	11.5987	0.368	3.39E-01	2.27E-02	-0.995	0.2949	0.0037	0.00E+00
2227.948	15.76664	-105.00014	241.561	240	26.4796	34.7493	11.5791	0.3681	3.36E-01	2.26E-02	-0.84	0.2962	0.0037	0.00E+00
2227.071	15.76664	-105.00014	242.568	241	26.4817	34.7485	11.5641	0.3681	3.31E-01	2.24E-02	-1.011	0.2966	0.0037	0.00E+00
2226.158	15.76664	-105.00014	243.575	242	26.4837	34.7476	11.5502	0.3681	3.35E-01	2.25E-02	-1.122	0.2949	0.0037	0.00E+00
2225.149	15.76664	-105.00014	244.582	243	26.4842	34.7473	11.5461	0.3681	3.32E-01	2.26E-02	-0.921	0.2952	0.0037	0.00E+00
2224.047	15.76664	-105.00014	245.589	244	26.4857	34.7471	11.5375	0.368	3.36E-01	2.24E-02	-0.967	0.2954	0.0037	0.00E+00
2222.926	15.76664	-105.00014	246.596	245	26.4864	34.7465	11.5314	0.3679	3.39E-01	2.25E-02	-1.025	0.2964	0.0037	0.00E+00
2221.87	15.76664	-105.00014	247.604	246	26.4862	34.7465	11.5326	0.3676	3.38E-01	2.24E-02	-0.879	0.2953	0.0037	0.00E+00
2220.826	15.76664	-105.00014	248.611	247	26.488	34.7454	11.5182	0.3673	3.40E-01	2.24E-02	-0.937	0.2954	0.0037	0.00E+00
2219.729	15.76664	-105.00014	249.618	248	26.4891	34.7448	11.5102	0.3679	3.35E-01	2.24E-02	-1.082	0.2962	0.0037	0.00E+00
2218.576	15.76664	-105.00014	250.625	249	26.4908	34.7444	11.4996	0.3675	3.34E-01	2.24E-02	-0.917	0.2946	0.0037	0.00E+00
2218.991	15.76664	-105.00014	251.632	250	26.4919	34.7439	11.4912	0.3672	3.39E-01	2.24E-02	-0.94	0.2953	0.0029	0.00E+00
2123.22	15.76665	-105.00014	252.639	251	26.4987	34.7412	11.4433	0.3667	3.33E-01	2.18E-02	-1.133	0.3066	0.0535	0.00E+00
2028.48	15.76666	-105.00014	253.647	252	26.5066	34.7363	11.38	0.366	3.35E-01	2.09E-02	-0.6	0.3194	0.0037	0.00E+00
2025.67	15.76666	-105.00014	254.654	253	26.5086	34.7361	11.3684	0.3659	3.39E-01	2.09E-02	-0.942	0.3172	0.0033	0.00E+00
2022.925	15.76666	-105.00014	255.661	254	26.5101	34.7357	11.3583	0.3658	3.34E-01	2.09E-02	-0.963	0.3209	0.0318	0.00E+00
2021.039	15.76666	-105.00014	256.668	255	26.508	34.7376	11.3785	0.3655	3.37E-01	2.08E-02	-0.948	0.3185	0.0969	0.00E+00
2019.803	15.76666	-105.00014	257.675	256	26.5048	34.7364	11.3905	0.3658	3.38E-01	2.07E-02	-0.953	0.3198	0.097	0.00E+00
2018.851	15.76666	-105.00014	258.682	257	26.5058	34.7359	11.3831	0.3659	3.35E-01	2.07E-02	-1.059	0.3192	0.0969	0.00E+00
2017.956	15.76666	-105.00014	259.689	258	26.5095	34.7362	11.3649	0.3653	3.37E-01	2.09E-02	-0.92	0.3162	0.097	0.00E+00
2017.05	15.76666	-105.00014	260.697	259	26.5073	34.7337	11.3663	0.3655	3.36E-01	2.10E-02	-0.921	0.3172	0.0968	0.00E+00
2016.142	15.76664	-105.00014	261.704	260	26.5082	34.7339	11.362	0.365	3.35E-01	2.09E-02	-0.918	0.3168	0.0968	0.00E+00
2015.26	15.76664	-105.00014	262.711	261	26.5101	34.7338	11.3516	0.3652	3.36E-01	2.08E-02	-1.471	0.316	0.0968	0.00E+00
2014.403	15.76664	-105.00014	263.718	262	26.5118	34.7333	11.3402	0.3651	3.36E-01	2.08E-02	-1.52	0.3161	0.0967	0.00E+00
2013.549	15.76664	-105.00014	264.726	263	26.5138	34.7323	11.3257	0.3651	3.38E-01	2.09E-02	0.079	0.3178	0.0967	0.00E+00
2012.652	15.76666	-105.00014	265.733	264	26.5165	34.7319	11.3091	0.3655	3.36E-01	2.08E-02	-0.578	0.3176	0.097	0.00E+00
2011.651	15.76666	-105.00014	266.74	265	26.5184	34.7316	11.2974	0.3652	3.33E-01	2.09E-02	-0.928	0.3155	0.0968	0.00E+00
2010.531	15.76666	-105.00014	267.747	266	26.522	34.7311	11.2759	0.365	3.34E-01	2.08E-02	-0.997	0.3165	0.0969	0.00E+00
2009.325	15.76666	-105.00014	268.754	267	26.5252	34.7296	11.2519	0.3669	3.41E-01	2.07E-02	-0.855	0.3167	0.0968	0.00E+00
2008.113	15.76666	-105.00014	269.761	268	26.5251	34.7279	11.2456	0.3668	3.40E-01	2.08E-02	-1.094	0.3154	0.0968	0.00E+00
2006.962	15.76666	-105.00014	270.769	269	26.542	34.7283	11.1547	0.367	3.36E-01	2.05E-02	-0.955	0.3172	0.0967	0.00E+00
2005.807	15.76666	-105.00014	271.776	270	26.5431	34.7277	11.1462	0.3658	3.40E-01	2.06E-02	-0.958	0.3177	0.0966	0.00E+00
2004.659	15.76666	-105.00014	272.783	271	26.5347	34.7287	11.1966	0.369	3.36E-01	2.06E-02	-1.024	0.3187	0.0971	0.00E+00
2003.581	15.76666	-105.00014	273.79	272	26.5418	34.7348	11.1837	0.3659	3.32E-01	2.06E-02	-0.92	0.3185	0.0969	0.00E+00
2002.641	15.76666	-105.00014	274.798	273	26.5345	34.7304	11.2053	0.366	3.49E-01	2.05E-02	-0.917	0.3197	0.097	0.00E+00
2001.826	15.76666	-105.00014	275.805	274	26.5373	34.7294	11.1857	0.3668	3.37E-01	2.05E-02	-0.988	0.3287	0.0969	0.00E+00
2001.071	15.76666	-105.00014	276.812	275	26.541	34.7284	11.1613	0.366	3.43E-01	2.06E-02	-0.961	0.3269	0.0968	0.00E+00
2000.325	15.76666	-105.00014	277.819	276	26.5419	34.7275	11.1525	0.3662	3.53E-01	2.06E-02	-1.113	0.3168	0.0968	0.00E+00
1999.56	15.76666	-105.00014	278.827	277	26.5438	34.7265	11.138	0.3681	3.52E-01	2.05E-02	-1.292	0.3182	0.0967	0.00E+00
1998.728	15.76666	-105.00014	279.834	278	26.546	34.725	11.1194	0.3647	3.82E-01	2.04E-02	-0.627	0.3195	0.097	0.00E+00
1997.766	15.76666	-105.00014	280.841	279	26.5539	34.7226	11.0658	0.3639	3.40E-01	2.03E-02	-0.675	0.3172	0.097	0.00E+00
1996.618	15.76666	-105.00014	281.849	280	26.5558	34.7193	11.041	0.3632	3.35E-01	2.06E-02	-0.947	0.3162	0.0971	0.00E+00
1995.261	15.76666	-105.00014	282.856	281	26.5554	34.72	11.0464	0.3637	3.38E-01	2.06E-02	-1.016	0.3139	0.097	0.00E+00
1993.958	15.76666	-105.00014	283.863	282	26.5565	34.7204	11.0425	0.3638	3.41E-01	2.04E-02	-0.925	0.3138	0.0969	0.00E+00
1992.815	15.76666	-105.00014	284.87	283	26.5581	34.7205	11.0341	0.3635	3.40E-01	2.05E-02	-1.042	0.3077	0.0709	0.00E+00
1991.769	15.76666	-105.00014	285.878	284	26.5545	34.7192	11.0485	0.3636	3.39E-01	2.04E-02	-0.871	0.3136	0.0037	0.00E+00
1990.792	15.76666	-105.00014	286.885	285	26.5558	34.7193	11.0416	0.3638	3.40E-01	2.04E-02	-0.95	0.312	0.0037	0.00E+00
1989.878	15.76666	-105.00014	287.893	286	26.556	34.719	11.0388	0.3637	3.41E-01	2.05E-02	-1.037	0.3169	0.0037	0.00E+00
1989	15.76666	-105.00014	288.9	287	26.5564	34.7186	11.0352	0.3637	3.42E-01	2.03E-02	-0.92	0.3182	0.0037	0.00E+00
1988.136	15.76666	-105.00014	289.907	288	26.5571	34.7183	11.0304	0.3638	3.38E-01	2.04E-02	-0.984	0.3161	0.0037	0.00E+00
1987.226	15.76666	-105.00014	290.914	289	26.5584	34.7181	11.0225	0.3638	3.39E-01	2.04E-02	-0.987	0.3164	0.0037	0.00E+00
1986.213	15.76666	-105.00014	291.922	290	26.5596	34.7169	11.0112	0.3635	3.33E-01	2.03E-02	-0.978	0.3227	0.0037	0.00E+00
1985.122	15.76666	-105.00014	292.929	291	26.5594	34.7164	11.0099	0.363	3.39E-01	2.02E-02	-0.963	0.3174	0.0037	0.00E+00
1984.043	15.76666	-105.00014	293.936	292	26.5615	34.7156	10.9947	0.3633	3.42E-01	2.04E-02	-0.961	0.3177	0.0037	0.00E+00
1983.044	15.76666	-105.00014	294.944	293	26.5659	34.7143	10.9653	0.363	3.38E-01	2.03E-02	-0.858	0.318	0.0037	0.00E+00
1982.103	15.76666	-105.00014	295.951	294	26.568	34.7136	10.9504	0.3628	3.38E-01	2.02E-02	-1.02	0.3176	0.0037	0.00E+00
1981.15	15.76666	-105.00014	296.959	295	26.5719	34.7124	10.9236	0.3627	3.41E-01	2.03E-02	-0.907	0.3164	0.0037	0.00E+00
1980.14	15.76666	-105.00014	297.966	296	26.5765	34.7087	10.8818	0.3628	3.35E-01	2.03E-02	-1.036	0.318	0.0037	0.00E+00
1979.102	15.76666	-105.00014	298.973	297	26.5887	34.7084	10.8129	0.3631	3.40E-01	2.03E-02	-0.985	0.3174	0.0037	0.00E+00
1978.055	15.76666	-105.00014	299.981	298	26.5813	34.7061	10.8443	0.3626	3.42E-01	2.02E-02	-1.076	0.3177	0.0037	0.00E+00
1977.003	15.76666	-105.00014	300.988	299	26.5809	34.7074	10.8521	0.3621	3.38E-01	2.03E-02	-0.866	0.3187	0.0037	0.00E+00
1975.98	15.76666	-105.00014	301.995	300	26.5855	34.707	10.8245	0.3619	3.35E-01	2.03E-02	-0.935	0.3158	0.0037	0.00E+00
1975.055	15.76666	-105.00014	303.003	301	26.5864	34.7044	10.8084	0.3618	3.44E-01	2.03E-02	-0.924	0.3173	0.0037	0.00E+00
1974.195	15.76666	-105.00014	304.01	302	26.5922	34.7019	10.7649	0.3618	3.43E-01	2.02E-02	-0.939	0.3146	0.0037	0.00E+00
1973.306	15.76666	-105.00014	305.018	303	26.5963	34.7005	10.7357	0.3625	3.43E-01	2.02E-02	-0.998	0.3162	0.0037	0.00E+00
1972.317	15.76666	-105.00014	306.025	304	26.607	34.7002	10.6742	0.362	3.38E-01	2.02E-02	-1.136	0.3158	0.0037	0.00E+00
1971.168	15.76666	-105.00014	307.032	305	26.6136	34.6995	10.6338	0.362	3.41E-01	2.03E-02	-1.046	0.3151	0.0037	0.00E+00
1969.94	15.76666	-105.00014	308.04	306	26.6121	34.6973	10.6329	0.3623	3.42E-01	2.02E-02	-0.956	0.317	0.0037	0.00E+00
1968.776	15.76666	-105.00014	309.047	307	26.6089	34.6929	10.6318	0.362	3.38E-01	2.02E-02	-0.945	0.3174	0.0037	0.00E+00
1967.738	15.76666	-105.00014	310.054	308	26.605	34.6943	10.6596	0.3618	3.44E-01	2.02E-02	-1.027	0.3169	0.0037	0.00E+00
1966.811	15.76666	-105.00014	311.062	309	26.6027	34.6961	10.6807	0.3615	3.43E-01	2.02E-02	-1.033	0.3155	0.0037	0.00E+00
1965.936	15.76666	-105.00014	312.07	310	26.6073	34.6949	10.65	0.3625	3.37E-01	2.02E-02	-0.947	0.3168	0.0036	0.00E+00
1965.061	15.76666	-105.00014	313.077	311	26.6125	34.6932	10.6135	0.3619	3.43E-01	2.02E-02	-0.987	0.3153	0.0037	0.00E+00
1964.166	15.76666	-105.00014	314.084	312	26.612	34.6925	10.6127	0.3617	3.49E-01	2.03E-02	-0.924	0.3152	0.0037	0.00E+00
1963.255	15.76666	-105.00014	315.092	313	26.6159	34.6912	10.5847	0.3612	3.45E-01	2.02E-02	-0.91	0.321	0.0032	0.00E+00
1962.292	15.76666	-105.00014	316.099	314	26.6215	34.6896	10.5457	0.3609	3.45E-01	2.02E-02	-0.968	0.3139	0.0878	0.00E+00
1961.277	15.76666	-105.00014	317.107	315	26.6297	34.6889	10.4967	0.3607	3.41E-01	2.02E-02	-1.004	0.3132	0.0967	0.00E+00
1960.193	15.76666	-105.00014	318.114	316	26.6389	34.6878	10.4388	0.3607	3.46E-01	2.02E-02	-0.974	0.3152	0.0968	0.00E+00
1958.971	15.76666	-105.00014	319.122	317	26.6358	34.6849	10.4442	0.3607	3.46E-01	2.02E-02	-1.017	0.3142	0.0968	0.00E+00
1957.715	15.76666	-105.00014	320.129	318	26.6307	34.6855	10.4761	0.3604	3.47E-01	2.02E-02	-0.917	0.3163	0.0968	0.00E+00
1956.625	15.76666	-105.00014	321.137	319	26.6289	34.6862	10.4891	0.3604	3.44E-01	2.02E-02	-1.004	0.3151	0.097	0.00E+00
1955.702	15.76666	-105.00014	322.144	320	26.6325	34.6854	10.4654	0.36	3.42E-01	2.02E-02	-0.987	0.3145	0.0968	0.00E+00
1954.867	15.76666	-105.00014	323.151	321	26.6359	34.6838	10.4386	0.3606	3.50E-01	2.02E-02	-0.94	0.3157	0.0968	0.00E+00
1954.048	15.76666	-105.00014	324.159	322	26.6378	34.6827	10.423	0.3604	3.45E-01	2.02E-02	-1.022	0.315	0.0969	0.00E+00
1953.188	15.76666	-105.00014	325.167	323	26.6389	34.6819	10.4135	0.3607	3.44E-01	2.02E-02	-1.018	0.3131	0.0967	0.00E+00
1952.261	15.76666	-105.00014	326.174	324	26.6425	34.6813	10.3903	0.3604	3.43E-01	2.02E-02	-0.891	0.314	0.0968	0.00E+00
1951.196	15.76666	-105.00014	327.182	325	26.6443	34.681	10.379	0.3598	3.46E-01	2.02E-02	-1.047	0.3139	0.0967	0.00E+00
1950.038	15.76666	-105.00014	328.189	326	26.6434	34.6797	10.3777	0.36	3.45E-01	2.02E-02	-0.999	0.315	0.097	0.00E+00
1948.935	15.76666	-105.00014	329.196	327	26.6438	34.6795	10.3747	0.3606	3.41E-01	2.02E-02	-0.937	0.3161	0.0971	0.00E+00
1947.946	15.76666	-105.00014	330.204	328	26.6463	34.679	10.3588	0.3603	3.44E-01	2.02E-02	-0.944	0.3132	0.0969	0.00E+00
1947.029	15.76666	-105.00014	331.211	329	26.6493	34.6777	10.3355	0.3604	3.42E-01	2.02E-02	-0.969	0.3127	0.097	0.00E+00
1946.082	15.76666	-105.00014	332.219	330	26.6529	34.6772	10.3126	0.3603	3.40E-01	2.02E-02	-1.003	0.3145	0.0969	0.00E+00
1945.044	15.76666	-105.00014	333.227	331	26.6558	34.676	10.2901	0.3604	3.41E-01	2.02E-02	-0.984	0.3142	0.097	0.00E+00
1943.945	15.76666	-105.00014	334.234	332	26.6555	34.6741	10.2839	0.3599	3.41E-01	2.02E-02	-0.927	0.3132	0.0969	0.00E+00
1942.854	15.76666	-105.00014	335.242	333	26.6549	34.6746	10.2897	0.3597	3.45E-01	2.02E-02	-0.982	0.3142	0.097	0.00E+00
1941.856	15.76666	-105.00014	336.25	334	26.6563	34.6742	10.2798	0.36	3.42E-01	2.02E-02	-1.011	0.3144	0.0969	0.00E+00
1940.924	15.76666	-105.00014	337.257	335	26.6574	34.6733	10.2697	0.3601	3.45E-01	2.02E-02	-1.074	0.3133	0.0967	0.00E+00
1939.998	15.76666	-105.00014	338.265	336	26.659	34.6727	10.2576	0.3602	3.42E-01	2.02E-02	-0.981	0.3153	0.097	0.00E+00
1939.054	15.76666	-105.00014	339.272	337	26.6617	34.6714	10.2359	0.3596	3.43E-01	2.02E-02	-0.931	0.3139	0.0967	0.00E+00
1938.045	15.76666	-105.00014	340.28	338	26.6657	34.6703	10.2079	0.3587	3.45E-01	2.02E-02	-0.886	0.3126	0.0968	0.00E+00
1936.968	15.76666	-105.00014	341.287	339	26.6836	34.6702	10.1031	0.3596	3.48E-01	2.02E-02	-1.085	0.3132	0.0968	0.00E+00
1935.871	15.76666	-105.00014	342.295	340	26.6757	34.6653	10.1271	0.3598	3.47E-01	2.02E-02	-1.02	0.3128	0.0967	0.00E+00
1934.806	15.76666	-105.00014	343.302	341	26.6739	34.6663	10.1428	0.3596	3.46E-01	2.02E-02	-0.973	0.3122	0.0967	0.00E+00
1933.791	15.76666	-105.00014	344.31	342	26.6768	34.6661	10.1247	0.3592	3.44E-01	2.02E-02	-1.002	0.3123	0.097	0.00E+00
1932.833	15.76666	-105.00014	345.317	343	26.6805	34.6645	10.0956	0.3593	3.45E-01	2.02E-02	-0.966	0.3094	0.0558	0.00E+00
1931.923	15.76666	-105.00014	346.325	344	26.6816	34.6638	10.086	0.3587	3.47E-01	2.02E-02	-1.049	0.3153	0.0037	0.00E+00
1931.03	15.76666	-105.00014	347.333	345	26.6828	34.6624	10.073	0.359	3.47E-01	2.02E-02	-0.951	0.3151	0.0037	0.00E+00
1930.116	15.76666	-105.00014	348.34	346	26.6842	34.6618	10.062	0.3588	3.45E-01	2.02E-02	-0.879	0.3117	0.0037	0.00E+00
1929.161	15.76666	-105.00014	349.348	347	26.6855	34.6606	10.0491	0.3592	3.45E-01	2.02E-02	-1.05	0.3145	0.0037	0.00E+00
1928.169	15.76666	-105.00014	350.355	348	26.6873	34.6601	10.0364	0.3587	3.40E-01	2.01E-02	-1.048	0.3145	0.0037	0.00E+00
1927.137	15.76666	-105.00014	351.363	349	26.6915	34.6579	10.0017	0.3591	3.48E-01	2.02E-02	-0.992	0.3147	0.0037	0.00E+00
1926.064	15.76666	-105.00014	352.371	350	26.6944	34.6579	9.9847	0.3593	3.45E-01	2.01E-02	-0.99	0.3153	0.0037	0.00E+00
1924.941	15.76666	-105.00014	353.378	351	26.6964	34.6577	9.9721	0.3595	3.43E-01	2.02E-02	-0.91	0.3171	0.0037	0.00E+00
1923.757	15.76666	-105.00014	354.386	352	26.6918	34.6581	10.0015	0.3589	3.48E-01	2.01E-02	-1.035	0.3174	0.0037	0.00E+00
1922.633	15.76666	-105.00014	355.393	353	26.693	34.6571	9.9897	0.3592	3.44E-01	2.01E-02	-1.048	0.3156	0.0037	0.00E+00
1921.643	15.76666	-105.00014	356.401	354	26.6933	34.6572	9.9888	0.3592	3.49E-01	2.01E-02	-0.942	0.3147	0.0037	0.00E+00
1920.751	15.76666	-105.00014	357.409	355	26.6945	34.6564	9.9781	0.3593	3.49E-01	2.00E-02	-0.937	0.3155	0.0037	0.00E+00
1919.87	15.76666	-105.00014	358.417	356	26.6954	34.6555	9.9688	0.359	3.50E-01	2.00E-02	-1.02	0.3152	0.0036	0.00E+00
1918.948	15.76666	-105.00014	359.424	357	26.6963	34.6547	9.9592	0.3585	3.49E-01	2.02E-02	-0.995	0.3144	0.0037	0.00E+00
1917.966	15.76666	-105.00014	360.432	358	26.704	34.6555	9.9176	0.3592	3.44E-01	2.00E-02	-0.932	0.3116	0.0037	0.00E+00
1916.913	15.76666	-105.00014	361.44	359	26.7079	34.6496	9.8677	0.3586	3.47E-01	2.00E-02	-1.047	0.3144	0.0037	0.00E+00
1915.792	15.76666	-105.00014	362.447	360	26.7033	34.6514	9.9033	0.3584	3.44E-01	2.01E-02	-1.051	0.3176	0.0037	0.00E+00
