	lat	long	pressure	depth (m)	sigmat	Salinity	temp				oxygen (uM)	oxygen (ml/L)		
1734.564	15.76664	-105.00016	544.917	541	27.0007	34.5609	7.5651	0.3532	3.50E-01	1.90E-02	-1.097	0.3079	0.0037	0.00E+00
1733.557	15.76664	-105.00016	545.926	542	27.0025	34.5609	7.5527	0.3533	3.61E-01	1.90E-02	-1.082	0.3082	0.0037	0.00E+00
1732.416	15.76666	-105.00016	546.934	543	27.0032	34.5599	7.5431	0.3533	3.52E-01	1.90E-02	-1.086	0.3105	0.0037	0.00E+00
1731.174	15.76666	-105.00016	547.943	544	27.0026	34.5595	7.5447	0.3532	3.56E-01	1.90E-02	-1.068	0.3095	0.0037	0.00E+00
1729.939	15.76666	-105.00016	548.951	545	27.0067	34.5589	7.5132	0.3533	3.53E-01	1.90E-02	-1.052	0.3104	0.0037	0.00E+00
1728.777	15.76666	-105.00016	549.96	546	27.0072	34.5585	7.507	0.3536	3.51E-01	1.89E-02	-1.087	0.3087	0.0037	0.00E+00
1727.634	15.76666	-105.00016	550.969	547	27.0083	34.559	7.5028	0.3534	3.52E-01	1.91E-02	-1.057	0.3099	0.0037	0.00E+00
1726.482	15.76666	-105.00016	551.977	548	27.0086	34.56	7.5057	0.3534	3.48E-01	1.90E-02	-1.073	0.3099	0.0037	0.00E+00
1725.361	15.76666	-105.00016	552.986	549	27.0067	34.5583	7.5099	0.3532	3.55E-01	1.93E-02	-1.054	0.3091	0.0037	0.00E+00
1724.361	15.76664	-105.00016	553.994	550	27.0059	34.5592	7.5203	0.3536	3.57E-01	1.89E-02	-1.119	0.3105	0.0033	0.00E+00
1723.492	15.76664	-105.00016	555.003	551	27.0058	34.5586	7.5181	0.3536	3.55E-01	1.89E-02	-1.064	0.313	0.0494	0.00E+00
1722.682	15.76664	-105.00016	556.011	552	27.0066	34.5583	7.5112	0.3536	3.50E-01	1.89E-02	-1.042	0.3074	0.097	0.00E+00
1721.896	15.76664	-105.00016	557.02	553	27.0075	34.5579	7.5025	0.3534	3.54E-01	1.89E-02	-1.051	0.3055	0.0968	0.00E+00
1721.121	15.76664	-105.00016	558.029	554	27.0102	34.5581	7.485	0.3533	3.56E-01	1.89E-02	-1.095	0.3036	0.0969	0.00E+00
1720.323	15.76664	-105.00016	559.037	555	27.0113	34.5573	7.4724	0.3532	3.55E-01	1.90E-02	-1.1	0.3058	0.0967	0.00E+00
1719.462	15.76664	-105.00016	560.046	556	27.0197	34.5583	7.4194	0.3532	3.48E-01	1.90E-02	-1.074	0.3044	0.097	0.00E+00
1718.514	15.76666	-105.00016	561.054	557	27.0239	34.5567	7.381	0.3535	3.51E-01	1.91E-02	-1.075	0.3038	0.0969	0.00E+00
1717.434	15.76666	-105.00016	562.063	558	27.0265	34.557	7.3641	0.3532	3.55E-01	1.90E-02	-1.076	0.3031	0.0971	0.00E+00
1716.146	15.76666	-105.00016	563.072	559	27.0268	34.5565	7.3595	0.3532	3.58E-01	1.89E-02	-1.078	0.3048	0.0971	0.00E+00
1714.672	15.76666	-105.00016	564.08	560	27.0272	34.5567	7.3578	0.353	3.57E-01	1.90E-02	-1.079	0.3038	0.0968	0.00E+00
1713.321	15.76666	-105.00016	565.089	561	27.0271	34.5564	7.3568	0.3531	3.53E-01	1.90E-02	-1.079	0.3046	0.097	0.00E+00
1712.284	15.76666	-105.00016	566.098	562	27.0275	34.5563	7.3533	0.3531	3.53E-01	1.89E-02	-1.08	0.304	0.0968	0.00E+00
1711.379	15.76664	-105.00016	567.107	563	27.0265	34.5562	7.3606	0.3531	3.53E-01	1.89E-02	-1.08	0.3031	0.0971	0.00E+00
1710.509	15.76664	-105.00016	568.116	564	27.0262	34.5561	7.3618	0.3531	3.54E-01	1.88E-02	-1.08	0.3041	0.097	0.00E+00
1709.659	15.76664	-105.00016	569.124	565	27.0267	34.556	7.3579	0.3531	3.58E-01	1.88E-02	-1.08	0.3066	0.0969	0.00E+00
1708.848	15.76664	-105.00016	570.132	566	27.0267	34.5557	7.3561	0.3529	3.53E-01	1.89E-02	-1.08	0.3064	0.097	0.00E+00
1708.067	15.76664	-105.00016	571.141	567	27.0271	34.5557	7.3529	0.3532	3.53E-01	1.89E-02	-1.08	0.3044	0.0969	0.00E+00
1707.27	15.76664	-105.00016	572.15	568	27.0278	34.5556	7.348	0.3531	3.50E-01	1.89E-02	-1.08	0.3052	0.0971	0.00E+00
1706.374	15.76664	-105.00016	573.159	569	27.0303	34.5559	7.3329	0.3531	3.55E-01	1.88E-02	-1.081	0.3085	0.097	0.00E+00
1705.172	15.76664	-105.00016	574.167	570	27.031	34.5559	7.3277	0.3528	3.53E-01	1.89E-02	-1.081	0.3078	0.097	0.00E+00
1703.59	15.76665	-105.00016	575.176	571	27.0291	34.5553	7.3375	0.353	3.55E-01	1.89E-02	-1.082	0.3053	0.0968	0.00E+00
1702.286	15.76666	-105.00016	576.185	572	27.028	34.5551	7.3445	0.353	3.55E-01	1.89E-02	-1.083	0.3053	0.0967	0.00E+00
1701.309	15.76666	-105.00016	577.193	573	27.028	34.555	7.3441	0.3531	3.60E-01	1.89E-02	-1.112	0.3051	0.097	0.00E+00
1700.436	15.76666	-105.00016	578.202	574	27.028	34.5547	7.3424	0.3529	3.51E-01	1.89E-02	-1.074	0.3048	0.097	0.00E+00
1699.599	15.76666	-105.00016	579.211	575	27.0286	34.5543	7.3364	0.3526	3.49E-01	1.89E-02	-1.047	0.305	0.0968	0.00E+00
1698.754	15.76666	-105.00016	580.22	576	27.03	34.5545	7.3274	0.3527	3.55E-01	1.89E-02	-1.082	0.3063	0.097	0.00E+00
1697.851	15.76664	-105.00016	581.228	577	27.0323	34.5541	7.3092	0.353	3.47E-01	1.89E-02	-1.083	0.3065	0.0968	0.00E+00
1696.85	15.76664	-105.00016	582.237	578	27.0324	34.554	7.3078	0.353	3.56E-01	1.88E-02	-1.083	0.3061	0.0969	0.00E+00
1695.778	15.76664	-105.00016	583.246	579	27.0327	34.5537	7.3045	0.3526	3.48E-01	1.89E-02	-1.083	0.3049	0.0969	0.00E+00
1694.764	15.76664	-105.00016	584.255	580	27.0331	34.5534	7.2991	0.3532	3.51E-01	1.89E-02	-1.084	0.3049	0.0968	0.00E+00
1693.834	15.76664	-105.00016	585.264	581	27.0337	34.5531	7.2936	0.353	3.53E-01	1.89E-02	-1.084	0.3013	0.0747	0.00E+00
1692.909	15.76664	-105.00016	586.272	582	27.034	34.5524	7.2877	0.3531	3.55E-01	1.88E-02	-1.085	0.3075	0.0037	0.00E+00
1691.951	15.76664	-105.00016	587.281	583	27.0381	34.5533	7.2633	0.3531	3.49E-01	1.89E-02	-1.085	0.3071	0.0037	0.00E+00
1690.939	15.76664	-105.00016	588.29	584	27.0415	34.5524	7.2341	0.3529	3.54E-01	1.88E-02	-1.085	0.3069	0.0036	0.00E+00
1689.845	15.76664	-105.00016	589.299	585	27.0434	34.5515	7.216	0.3531	3.48E-01	1.88E-02	-1.086	0.3066	0.0037	0.00E+00
1688.693	15.76664	-105.00016	590.307	586	27.0459	34.5518	7.1992	0.3531	3.54E-01	1.88E-02	-1.061	0.3057	0.0037	0.00E+00
1687.545	15.76665	-105.00016	591.316	587	27.0504	34.5542	7.1813	0.3528	3.56E-01	1.89E-02	-1.122	0.3045	0.0037	0.00E+00
1686.452	15.76666	-105.00016	592.325	588	27.0481	34.5507	7.1774	0.3529	3.51E-01	1.89E-02	-1.089	0.3054	0.0037	0.00E+00
1685.397	15.76664	-105.00016	593.333	589	27.048	34.5513	7.1815	0.3527	3.48E-01	1.88E-02	-1.107	0.3047	0.0037	0.00E+00
1684.337	15.76664	-105.00016	594.342	590	27.0488	34.5517	7.1786	0.3531	3.52E-01	1.88E-02	-1.094	0.3057	0.0037	0.00E+00
1683.321	15.76664	-105.00016	595.351	591	27.0496	34.5516	7.1728	0.353	3.55E-01	1.88E-02	-1.055	0.3066	0.0037	0.00E+00
1682.374	15.76664	-105.00016	596.36	592	27.05	34.5513	7.1681	0.353	3.55E-01	1.89E-02	-1.09	0.3054	0.0037	0.00E+00
1681.487	15.76664	-105.00016	597.369	593	27.0516	34.551	7.1544	0.353	3.52E-01	1.89E-02	-1.12	0.3053	0.0037	0.00E+00
1680.644	15.76664	-105.00016	598.378	594	27.0546	34.5509	7.1329	0.353	3.48E-01	1.88E-02	-1.159	0.3043	0.0037	0.00E+00
1679.778	15.76664	-105.00016	599.386	595	27.0583	34.5509	7.1056	0.353	3.54E-01	1.88E-02	-1.027	0.3051	0.0037	0.00E+00
1678.813	15.76664	-105.00016	600.395	596	27.0602	34.5512	7.0939	0.3525	3.57E-01	1.88E-02	-1.04	0.3033	0.0037	0.00E+00
1677.766	15.76664	-105.00016	601.404	597	27.0572	34.5499	7.1086	0.3522	3.51E-01	1.88E-02	-1.116	0.3059	0.0037	0.00E+00
1676.757	15.76664	-105.00016	602.413	598	27.057	34.5496	7.1081	0.3527	3.57E-01	1.88E-02	-1.088	0.3049	0.0037	0.00E+00
1675.841	15.76664	-105.00016	603.422	599	27.0592	34.5493	7.0909	0.3529	3.56E-01	1.88E-02	-1.059	0.3042	0.0037	0.00E+00
1674.984	15.76664	-105.00016	604.43	600	27.0608	34.5489	7.0771	0.3527	3.57E-01	1.88E-02	-1.093	0.3034	0.0037	0.00E+00
1674.101	15.76665	-105.00016	605.439	601	27.0659	34.5486	7.0389	0.3525	3.56E-01	1.89E-02	-1.093	0.3057	0.0037	0.00E+00
1673.104	15.76666	-105.00016	606.448	602	27.0747	34.5499	6.9817	0.3524	3.53E-01	1.89E-02	-1.094	0.3074	0.0037	0.00E+00
1671.842	15.76666	-105.00016	607.457	603	27.0751	34.5488	6.9726	0.3523	3.53E-01	1.88E-02	-1.095	0.3067	0.0037	0.00E+00
1670.245	15.76666	-105.00016	608.466	604	27.0769	34.5493	6.9626	0.3522	3.52E-01	1.88E-02	-1.097	0.3079	0.0037	0.00E+00
1668.84	15.76664	-105.00016	609.475	605	27.0748	34.5492	6.9771	0.352	3.56E-01	1.89E-02	-1.096	0.307	0.0037	0.00E+00
1667.806	15.76664	-105.00016	610.484	606	27.0713	34.5482	6.9979	0.3522	3.46E-01	1.88E-02	-1.061	0.3061	0.0037	0.00E+00
1666.981	15.76664	-105.00016	611.493	607	27.0715	34.5479	6.9948	0.352	3.53E-01	1.88E-02	-1.211	0.3068	0.0037	0.00E+00
1666.229	15.76664	-105.00016	612.502	608	27.0729	34.5481	6.9855	0.3521	3.49E-01	1.89E-02	-1.146	0.3081	0.0037	0.00E+00
1665.484	15.76664	-105.00016	613.511	609	27.0747	34.5481	6.9725	0.3521	3.50E-01	1.88E-02	-1.015	0.3056	0.0037	0.00E+00
1664.709	15.76664	-105.00016	614.519	610	27.0758	34.5479	6.9631	0.3521	3.52E-01	1.88E-02	-1.083	0.3068	0.0037	0.00E+00
1663.861	15.76664	-105.00016	615.528	611	27.0776	34.5478	6.9493	0.3521	3.54E-01	1.88E-02	-1.068	0.3102	0.0332	0.00E+00
1662.926	15.76664	-105.00016	616.537	612	27.0789	34.5477	6.9391	0.3521	3.52E-01	1.88E-02	-1.153	0.3042	0.0969	0.00E+00
1661.915	15.76664	-105.00016	617.546	613	27.0804	34.5479	6.9296	0.3521	3.53E-01	1.89E-02	-1.084	0.3049	0.0969	0.00E+00
1660.873	15.76664	-105.00016	618.555	614	27.0815	34.547	6.9163	0.352	3.56E-01	1.88E-02	-1.049	0.3051	0.0969	0.00E+00
1659.776	15.76665	-105.00016	619.564	615	27.0813	34.5461	6.9133	0.352	3.57E-01	1.89E-02	-1.101	0.3043	0.0969	0.00E+00
1658.664	15.76666	-105.00016	620.573	616	27.083	34.5453	6.896	0.3519	3.52E-01	1.89E-02	-1.121	0.3048	0.0968	0.00E+00
1657.581	15.76666	-105.00016	621.582	617	27.083	34.5465	6.9029	0.352	3.53E-01	1.88E-02	-1.104	0.306	0.0969	0.00E+00
1656.51	15.76666	-105.00016	622.591	618	27.0832	34.5461	6.8992	0.352	3.55E-01	1.88E-02	-1.071	0.306	0.097	0.00E+00
1655.453	15.76666	-105.00016	623.6	619	27.0942	34.5498	6.8402	0.352	3.49E-01	1.88E-02	-1.103	0.3072	0.0969	0.00E+00
1654.406	15.76666	-105.00016	624.609	620	27.0899	34.5452	6.8445	0.3521	3.48E-01	1.88E-02	-1.103	0.3062	0.0968	0.00E+00
1653.381	15.76666	-105.00016	625.618	621	27.0909	34.5455	6.8397	0.3519	3.49E-01	1.88E-02	-1.132	0.3047	0.0968	0.00E+00
1652.355	15.76665	-105.00016	626.626	622	27.094	34.5452	6.8145	0.3518	3.51E-01	1.88E-02	-1.088	0.3068	0.0968	0.00E+00
1651.368	15.76664	-105.00016	627.635	623	27.0952	34.5451	6.8052	0.352	3.51E-01	1.88E-02	-1.082	0.3058	0.0971	0.00E+00
1650.426	15.76664	-105.00016	628.644	624	27.0975	34.5452	6.7886	0.3519	3.51E-01	1.88E-02	-1.105	0.3039	0.097	0.00E+00
1649.479	15.76664	-105.00016	629.653	625	27.1012	34.5454	6.7626	0.3516	3.49E-01	1.88E-02	-1.105	0.3064	0.097	0.00E+00
1648.492	15.76665	-105.00016	630.662	626	27.1007	34.5449	6.7636	0.3513	3.59E-01	1.88E-02	-1.131	0.3042	0.0967	0.00E+00
1647.454	15.76666	-105.00016	631.671	627	27.1007	34.5448	6.7633	0.352	3.50E-01	1.88E-02	-1.14	0.3057	0.0968	0.00E+00
1646.448	15.76666	-105.00016	632.68	628	27.1011	34.5447	6.7597	0.3518	3.45E-01	1.88E-02	-1.061	0.3051	0.0969	0.00E+00
1645.53	15.76666	-105.00016	633.689	629	27.1022	34.5445	6.7507	0.3519	3.59E-01	1.88E-02	-1.124	0.305	0.0969	0.00E+00
1644.638	15.76666	-105.00016	634.698	630	27.1038	34.5447	6.7397	0.352	3.57E-01	1.88E-02	-1.105	0.3054	0.097	0.00E+00
1643.712	15.76666	-105.00016	635.708	631	27.1045	34.5443	6.7324	0.3517	3.55E-01	1.88E-02	-1.107	0.3061	0.0971	0.00E+00
1642.669	15.76666	-105.00016	636.716	632	27.1048	34.544	6.7285	0.352	3.50E-01	1.88E-02	-1.067	0.3068	0.0969	0.00E+00
1641.528	15.76666	-105.00016	637.725	633	27.1047	34.5441	6.7294	0.352	3.52E-01	1.88E-02	-1.092	0.307	0.0969	0.00E+00
1640.422	15.76666	-105.00016	638.734	634	27.1055	34.544	6.723	0.3519	3.49E-01	1.89E-02	-1.095	0.3069	0.0971	0.00E+00
1639.397	15.76666	-105.00016	639.743	635	27.106	34.5434	6.7158	0.352	3.53E-01	1.88E-02	-1.086	0.3057	0.0972	0.00E+00
1638.398	15.76666	-105.00016	640.752	636	27.1072	34.5435	6.7074	0.3519	3.53E-01	1.88E-02	-1.146	0.306	0.097	0.00E+00
1637.401	15.76666	-105.00016	641.761	637	27.1124	34.544	6.6718	0.3521	3.50E-01	1.88E-02	-1.114	0.3049	0.0968	0.00E+00
1636.374	15.76666	-105.00016	642.77	638	27.1106	34.5428	6.6791	0.352	3.54E-01	1.88E-02	-1.148	0.3036	0.0969	0.00E+00
1635.326	15.76666	-105.00016	643.779	639	27.1117	34.5434	6.6739	0.352	3.48E-01	1.88E-02	-1.074	0.3047	0.0969	0.00E+00
1634.303	15.76666	-105.00016	644.788	640	27.1124	34.5432	6.6674	0.352	3.51E-01	1.88E-02	-1.081	0.3011	0.096	0.00E+00
1633.332	15.76666	-105.00016	645.798	641	27.1148	34.5434	6.6504	0.352	3.55E-01	1.88E-02	-1.121	0.3067	0.0058	0.00E+00
1632.379	15.76666	-105.00016	646.806	642	27.1163	34.5427	6.6359	0.352	3.56E-01	1.88E-02	-1.241	0.3081	0.0037	0.00E+00
1631.402	15.76666	-105.00016	647.816	643	27.1178	34.5434	6.6279	0.3519	3.51E-01	1.88E-02	-1.099	0.3069	0.0037	0.00E+00
1630.355	15.76666	-105.00016	648.825	644	27.1151	34.5404	6.6308	0.3517	3.56E-01	1.88E-02	-0.997	0.3067	0.0037	0.00E+00
1629.326	15.76666	-105.00016	649.834	645	27.1169	34.5422	6.6286	0.3518	3.54E-01	1.88E-02	-1.102	0.3058	0.0037	0.00E+00
1628.376	15.76666	-105.00016	650.843	646	27.1173	34.542	6.624	0.3519	3.53E-01	1.89E-02	-1.074	0.3067	0.0037	0.00E+00
1627.472	15.76666	-105.00016	651.852	647	27.1188	34.542	6.613	0.3521	3.51E-01	1.88E-02	-1.144	0.3068	0.0037	0.00E+00
1626.574	15.76666	-105.00016	652.861	648	27.1211	34.5421	6.5964	0.352	3.51E-01	1.88E-02	-1.182	0.3063	0.0037	0.00E+00
1625.648	15.76666	-105.00016	653.87	649	27.1243	34.5423	6.5734	0.3515	3.56E-01	1.88E-02	-1.055	0.3053	0.0036	0.00E+00
1624.653	15.76666	-105.00016	654.879	650	27.1254	34.5422	6.5652	0.3514	3.52E-01	1.88E-02	-1.147	0.3061	0.0037	0.00E+00
1623.588	15.76666	-105.00016	655.888	651	27.1261	34.5424	6.5607	0.3516	3.55E-01	1.88E-02	-1.052	0.3098	0.0037	0.00E+00
1622.453	15.76666	-105.00016	656.897	652	27.1273	34.5422	6.5504	0.3516	3.51E-01	1.88E-02	-1.193	0.3085	0.0037	0.00E+00
1621.347	15.76666	-105.00016	657.906	653	27.1282	34.5421	6.5437	0.3512	3.54E-01	1.88E-02	-1.053	0.3071	0.0037	0.00E+00
1620.312	15.76666	-105.00016	658.915	654	27.1305	34.5424	6.5282	0.3517	3.56E-01	1.88E-02	-1.039	0.3069	0.0037	0.00E+00
1619.236	15.76666	-105.00016	659.925	655	27.1332	34.5436	6.5145	0.3517	3.56E-01	1.88E-02	-1.228	0.3058	0.0037	0.00E+00
1618.082	15.76666	-105.00016	660.934	656	27.1301	34.5418	6.5274	0.3517	3.53E-01	1.88E-02	-1.096	0.3064	0.0037	0.00E+00
1616.952	15.76666	-105.00016	661.943	657	27.1304	34.542	6.5264	0.3512	3.53E-01	1.88E-02	-1.014	0.3059	0.0037	0.00E+00
1615.928	15.76666	-105.00016	662.952	658	27.1304	34.5421	6.5267	0.3516	3.52E-01	1.88E-02	-1.079	0.3059	0.0037	0.00E+00
1615.035	15.76666	-105.00016	663.961	659	27.1309	34.5416	6.5204	0.3518	3.49E-01	1.89E-02	-1.154	0.3069	0.0037	0.00E+00
1614.21	15.76666	-105.00016	664.97	660	27.1316	34.5416	6.515	0.3517	3.47E-01	1.88E-02	-1.069	0.3064	0.0037	0.00E+00
1613.399	15.76666	-105.00016	665.979	661	27.1338	34.5419	6.5001	0.3515	3.48E-01	1.88E-02	-1.137	0.3059	0.0037	0.00E+00
1612.546	15.76666	-105.00016	666.989	662	27.1346	34.5417	6.493	0.3514	3.52E-01	1.89E-02	-1.134	0.3079	0.0037	0.00E+00
1611.613	15.76666	-105.00016	667.998	663	27.1355	34.542	6.4878	0.3517	3.52E-01	1.89E-02	-1.083	0.3068	0.0037	0.00E+00
1610.652	15.76666	-105.00016	669.007	664	27.1364	34.5419	6.4805	0.3516	3.58E-01	1.88E-02	-1.068	0.3061	0.0037	0.00E+00
1609.725	15.76666	-105.00016	670.016	665	27.1383	34.5417	6.4653	0.3517	3.52E-01	1.88E-02	-1.093	0.305	0.0037	0.00E+00
1608.815	15.76666	-105.00016	671.026	666	27.1408	34.5412	6.4431	0.3514	3.56E-01	1.88E-02	-1.151	0.3056	0.0037	0.00E+00
1607.852	15.76666	-105.00016	672.035	667	27.1429	34.5415	6.4291	0.3514	3.49E-01	1.88E-02	-1.225	0.3062	0.0037	0.00E+00
1606.701	15.76666	-105.00016	673.043	668	27.1432	34.541	6.4236	0.3515	3.54E-01	1.88E-02	-1.03	0.3068	0.0037	0.00E+00
1605.252	15.76666	-105.00016	674.053	669	27.1443	34.5413	6.4174	0.3517	3.55E-01	1.88E-02	-1.107	0.3071	0.0044	0.00E+00
1603.828	15.76666	-105.00016	675.062	670	27.144	34.5409	6.4173	0.3513	3.59E-01	1.89E-02	-1.133	0.3085	0.0541	0.00E+00
1602.66	15.76666	-105.00014	676.071	671	27.1421	34.5401	6.4272	0.3512	3.54E-01	1.88E-02	-1.14	0.305	0.0968	0.00E+00
1601.721	15.76666	-105.00014	677.08	672	27.142	34.5405	6.4305	0.3513	3.55E-01	1.88E-02	-1.152	0.3053	0.0971	0.00E+00
1600.914	15.76666	-105.00014	678.09	673	27.1416	34.5399	6.4296	0.3511	3.56E-01	1.88E-02	-1.168	0.3067	0.097	0.00E+00
1600.175	15.76666	-105.00014	679.099	674	27.142	34.5396	6.4258	0.3512	3.50E-01	1.88E-02	-1.079	0.3054	0.097	0.00E+00
1599.442	15.76666	-105.00016	680.108	675	27.1432	34.5395	6.4152	0.3512	3.51E-01	1.89E-02	-0.992	0.3058	0.097	0.00E+00
1598.665	15.76666	-105.00016	681.117	676	27.1453	34.5392	6.3977	0.3512	3.53E-01	1.88E-02	-1.095	0.305	0.0972	0.00E+00
1597.792	15.76666	-105.00016	682.127	677	27.1547	34.5411	6.3367	0.351	3.53E-01	1.88E-02	-1.125	0.3053	0.0968	0.00E+00
1596.711	15.76666	-105.00016	683.136	678	27.1588	34.5416	6.308	0.351	3.49E-01	1.88E-02	-1.189	0.3071	0.0971	0.00E+00
1595.317	15.76666	-105.00015	684.145	679	27.1543	34.5399	6.3333	0.351	3.50E-01	1.89E-02	-1.128	0.3075	0.0971	0.00E+00
1594.004	15.76666	-105.00014	685.154	680	27.1531	34.5402	6.344	0.351	3.53E-01	1.88E-02	-1.026	0.3062	0.0968	0.00E+00
1592.936	15.76666	-105.00014	686.163	681	27.1526	34.5398	6.3456	0.3511	3.53E-01	1.88E-02	-1.1	0.3067	0.0967	0.00E+00
1591.979	15.76666	-105.00014	687.173	682	27.154	34.5401	6.3371	0.3511	3.50E-01	1.88E-02	-1.258	0.3067	0.097	0.00E+00
1591.064	15.76666	-105.00014	688.182	683	27.1555	34.5399	6.3239	0.351	3.48E-01	1.88E-02	-1.059	0.3064	0.0969	0.00E+00
1590.174	15.76666	-105.00014	689.191	684	27.1558	34.5396	6.3207	0.3511	3.61E-01	1.88E-02	-1.086	0.3062	0.0968	0.00E+00
1589.298	15.76666	-105.00014	690.2	685	27.1557	34.5393	6.3188	0.3511	3.60E-01	1.89E-02	-1.105	0.3057	0.0968	0.00E+00
1588.422	15.76666	-105.00014	691.21	686	27.1561	34.5393	6.3159	0.3507	3.51E-01	1.88E-02	-1.116	0.3071	0.0971	0.00E+00
1587.53	15.76666	-105.00014	692.219	687	27.1564	34.5391	6.3121	0.3511	3.56E-01	1.88E-02	-1.088	0.3075	0.097	0.00E+00
1586.625	15.76666	-105.00014	693.228	688	27.1572	34.539	6.3055	0.351	3.50E-01	1.88E-02	-1.129	0.3065	0.0966	0.00E+00
1585.698	15.76666	-105.00014	694.237	689	27.1581	34.5388	6.2973	0.3511	3.53E-01	1.88E-02	-1.152	0.3069	0.0968	0.00E+00
1584.705	15.76666	-105.00014	695.247	690	27.1602	34.5388	6.2815	0.3511	3.54E-01	1.88E-02	-1.07	0.3054	0.0969	0.00E+00
1583.626	15.76666	-105.00014	696.256	691	27.1667	34.5405	6.2417	0.3511	3.56E-01	1.88E-02	-1.139	0.3049	0.0968	0.00E+00
1582.413	15.76666	-105.00014	697.265	692	27.1719	34.5407	6.2024	0.351	3.56E-01	1.88E-02	-1.19	0.3068	0.0968	0.00E+00
1581.057	15.76666	-105.00014	698.275	693	27.1722	34.5406	6.1992	0.3511	3.51E-01	1.88E-02	-1.096	0.3072	0.0969	0.00E+00
1579.723	15.76666	-105.00014	699.284	694	27.1661	34.538	6.2315	0.351	3.55E-01	1.88E-02	-1.071	0.3068	0.0971	0.00E+00
1578.563	15.76666	-105.00014	700.293	695	27.1658	34.5404	6.2487	0.351	3.51E-01	1.88E-02	-1.125	0.3055	0.097	0.00E+00
1577.574	15.76666	-105.00014	701.303	696	27.17	34.539	6.2072	0.351	3.51E-01	1.88E-02	-1.32	0.3064	0.097	0.00E+00
1576.667	15.76666	-105.00015	702.312	697	27.1692	34.5391	6.2147	0.3509	3.51E-01	1.88E-02	-1.095	0.3068	0.097	0.00E+00
1575.826	15.76666	-105.00016	703.321	698	27.1696	34.5393	6.2124	0.3508	3.54E-01	1.88E-02	-0.843	0.3069	0.0968	0.00E+00
1575.032	15.76666	-105.00016	704.33	699	27.1697	34.5389	6.2087	0.3509	3.50E-01	1.88E-02	-1.159	0.3058	0.0967	0.00E+00
1574.263	15.76666	-105.00014	705.34	700	27.1709	34.5389	6.2	0.351	3.51E-01	1.88E-02	-1.063	0.3	0.0839	0.00E+00
1573.506	15.76666	-105.00014	706.349	701	27.1719	34.5391	6.1928	0.3503	3.53E-01	1.88E-02	-0.946	0.3064	0.0037	0.00E+00
1572.745	15.76666	-105.00014	707.359	702	27.1726	34.539	6.1876	0.3508	3.52E-01	1.88E-02	-1.16	0.3071	0.0037	0.00E+00
1571.949	15.76666	-105.00014	708.368	703	27.1743	34.5395	6.1774	0.3508	3.60E-01	1.88E-02	-1.293	0.3057	0.0037	0.00E+00
1571.084	15.76666	-105.00014	709.377	704	27.1759	34.5388	6.1607	0.3508	3.60E-01	1.88E-02	-1.086	0.3063	0.0037	0.00E+00
1570.097	15.76666	-105.00014	710.387	705	27.1802	34.5393	6.1301	0.3508	3.54E-01	1.88E-02	-1.124	0.3056	0.0037	0.00E+00
1568.826	15.76666	-105.00014	711.396	706	27.1822	34.5395	6.115	0.3506	3.57E-01	1.88E-02	-0.979	0.3072	0.0037	0.00E+00
1567.124	15.76666	-105.00014	712.405	707	27.1825	34.5393	6.1122	0.3506	3.53E-01	1.88E-02	-1.23	0.3088	0.0037	0.00E+00
1565.592	15.76666	-105.00014	713.415	708	27.1835	34.5396	6.1061	0.3503	3.45E-01	1.88E-02	-1.021	0.306	0.0037	0.00E+00
1564.395	15.76666	-105.00014	714.424	709	27.1837	34.5394	6.1034	0.3507	3.48E-01	1.88E-02	-1.122	0.3053	0.0037	0.00E+00
1563.339	15.76666	-105.00014	715.434	710	27.1808	34.5385	6.1207	0.3505	3.53E-01	1.88E-02	-1.181	0.3063	0.0037	0.00E+00
1562.375	15.76666	-105.00014	716.443	711	27.1805	34.5384	6.1222	0.3509	3.51E-01	1.88E-02	-1.131	0.3057	0.0037	0.00E+00
1561.521	15.76666	-105.00014	717.452	712	27.1817	34.5389	6.1165	0.3505	3.58E-01	1.88E-02	-1.062	0.3062	0.0037	0.00E+00
1560.752	15.76666	-105.00014	718.461	713	27.1821	34.5389	6.1131	0.3504	3.52E-01	1.88E-02	-1.032	0.3058	0.0037	0.00E+00
1560.036	15.76666	-105.00014	719.471	714	27.1825	34.5386	6.1083	0.3503	3.57E-01	1.88E-02	-1.035	0.3056	0.0036	0.00E+00
1559.338	15.76666	-105.00014	720.481	715	27.1831	34.5386	6.1039	0.3501	3.61E-01	1.88E-02	-1.052	0.3063	0.0036	0.00E+00
1558.631	15.76666	-105.00014	721.49	716	27.1836	34.5385	6.0994	0.3502	3.55E-01	1.88E-02	-1.178	0.3075	0.0037	0.00E+00
1557.869	15.76666	-105.00014	722.499	717	27.1852	34.5387	6.088	0.3502	3.47E-01	1.88E-02	-1.185	0.3089	0.0037	0.00E+00
1557.014	15.76666	-105.00014	723.509	718	27.1879	34.5394	6.0711	0.3503	3.57E-01	1.88E-02	-1.134	0.3072	0.0037	0.00E+00
1555.977	15.76666	-105.00014	724.518	719	27.1912	34.5403	6.0504	0.3501	3.52E-01	1.88E-02	-1.145	0.3076	0.0037	0.00E+00
1554.525	15.76666	-105.00014	725.528	720	27.1909	34.5401	6.0522	0.3504	3.53E-01	1.88E-02	-1.114	0.307	0.0037	0.00E+00
